order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1356602,1776,prior,18,5,11,2.0
2157799,1776,prior,19,5,16,0.0
885770,1776,prior,20,3,20,5.0
579026,1776,prior,21,5,11,2.0
1462059,1776,prior,22,5,11,0.0
609506,1776,prior,23,3,10,5.0
2589527,1776,prior,24,5,13,2.0
1832594,1776,prior,25,5,13,0.0
2561162,1776,prior,26,1,9,3.0
1386170,1776,prior,27,4,11,3.0
3303076,1776,prior,28,5,14,1.0
1684999,1776,prior,29,5,17,0.0
2055228,1776,prior,30,1,10,3.0
1088173,1776,prior,31,5,20,4.0
3331565,1776,prior,32,1,9,3.0
1838920,1776,prior,33,4,11,3.0
1902765,1776,prior,34,2,11,5.0
1183719,1776,prior,35,3,11,1.0
1505100,1776,prior,36,5,13,2.0
814433,1776,prior,37,5,10,7.0
2885512,1776,prior,38,2,7,4.0
1612518,1776,prior,39,3,14,1.0
1397682,1776,prior,40,3,14,7.0
952725,1776,prior,41,5,16,9.0
2466379,1776,prior,42,5,13,7.0
483982,1776,prior,43,1,11,3.0
218612,1776,prior,44,5,13,4.0
2405902,1776,prior,45,5,14,0.0
660838,1776,prior,46,2,14,18.0
1618347,1776,prior,47,1,13,6.0
2176325,1776,prior,48,5,11,4.0
986493,1776,prior,49,5,11,0.0
891601,1776,prior,50,5,13,7.0
2093478,1776,prior,51,1,10,3.0
1902945,1776,prior,52,1,15,0.0
2328590,1776,prior,53,5,12,4.0
2703250,1776,prior,54,5,12,0.0
3010523,1776,prior,55,3,13,5.0
421245,1776,prior,56,4,17,1.0
2496254,1776,prior,57,5,14,1.0
1754251,1776,prior,58,3,15,5.0
2379749,1776,prior,59,5,10,2.0
2706722,1776,prior,60,2,10,4.0
1141405,1776,prior,61,5,16,3.0
2363750,1776,prior,62,4,11,6.0
805557,1776,prior,63,1,17,4.0
3255041,1776,prior,64,1,13,7.0
2513686,1776,prior,65,2,11,1.0
2816463,1776,prior,66,4,13,2.0
1788931,1776,prior,67,4,16,0.0
104677,1776,prior,68,4,13,7.0
2588807,1776,prior,69,5,15,1.0
1786641,1776,prior,70,2,16,4.0
2062934,1776,prior,71,4,15,2.0
1325302,1776,prior,72,4,17,7.0
896292,1776,prior,73,5,13,1.0
634917,1776,prior,74,2,10,4.0
2585593,1776,prior,75,5,13,3.0
46504,1776,prior,76,4,11,6.0
2232224,1776,prior,77,1,10,4.0
1904172,1776,prior,78,5,13,4.0
1157846,1776,prior,79,6,19,1.0
1006838,1776,prior,80,6,20,0.0
1619779,1776,prior,81,2,16,3.0
155274,1776,prior,82,4,16,2.0
2777518,1776,train,83,4,16,0.0
1986358,1777,prior,1,6,19,
654444,1777,prior,2,3,19,4.0
3287685,1777,prior,3,4,14,29.0
2864865,1777,prior,4,3,17,20.0
1357889,1777,train,5,0,15,25.0
2961921,1778,prior,1,5,12,
700034,1778,prior,2,5,10,21.0
2749019,1778,prior,3,4,9,20.0
816805,1778,prior,4,1,14,30.0
2347972,1778,prior,5,1,12,7.0
2424214,1778,prior,6,5,10,4.0
928631,1778,prior,7,3,13,30.0
183227,1778,prior,8,5,10,2.0
1822512,1778,prior,9,2,10,4.0
2063701,1778,prior,10,0,13,26.0
2505896,1778,prior,11,4,13,4.0
15496,1778,prior,12,0,21,30.0
1271363,1778,train,13,5,10,30.0
2496503,1779,prior,1,4,8,
2578044,1779,prior,2,1,9,18.0
579525,1779,prior,3,1,9,14.0
3388807,1779,prior,4,1,10,21.0
200666,1779,prior,5,3,9,23.0
1700030,1779,prior,6,3,10,14.0
2019518,1779,prior,7,1,10,26.0
211355,1779,prior,8,1,7,30.0
995463,1779,prior,9,4,8,30.0
2880238,1779,prior,10,2,9,30.0
710897,1779,prior,11,1,8,13.0
3319601,1779,prior,12,1,9,21.0
644715,1779,prior,13,2,8,15.0
1609350,1779,train,14,1,9,13.0
1188946,1780,prior,1,2,19,
657398,1780,prior,2,0,20,12.0
164180,1780,prior,3,5,9,5.0
1740531,1780,prior,4,0,17,23.0
227308,1780,prior,5,4,19,11.0
2733497,1780,train,6,2,15,30.0
507846,1781,prior,1,0,16,
2502360,1781,prior,2,3,18,10.0
2003191,1781,prior,3,4,17,1.0
1619046,1781,prior,4,0,17,10.0
967942,1781,prior,5,3,17,10.0
499457,1781,prior,6,5,19,9.0
213670,1781,prior,7,6,14,1.0
2988579,1781,prior,8,4,16,5.0
104217,1781,prior,9,0,17,10.0
3046789,1781,prior,10,4,18,11.0
667907,1781,prior,11,4,17,14.0
2654674,1781,prior,12,5,18,8.0
895131,1781,prior,13,5,18,14.0
2270924,1781,prior,14,2,17,11.0
3249150,1781,prior,15,5,18,10.0
1041138,1781,prior,16,3,17,19.0
961217,1781,prior,17,2,1,6.0
3037313,1781,prior,18,0,17,19.0
971197,1781,prior,19,6,16,30.0
1634399,1781,prior,20,5,0,30.0
1100905,1781,prior,21,2,17,25.0
520495,1781,prior,22,3,16,8.0
1355423,1781,prior,23,4,16,15.0
3255587,1781,prior,24,2,16,5.0
843734,1781,prior,25,2,17,7.0
591581,1781,prior,26,2,17,7.0
1819088,1781,prior,27,6,16,25.0
953344,1781,train,28,3,14,18.0
3222431,1782,prior,1,6,18,
2542077,1782,prior,2,4,19,30.0
2495771,1782,prior,3,2,16,30.0
731998,1782,prior,4,6,19,25.0
217944,1782,prior,5,1,17,16.0
3288682,1782,prior,6,2,18,1.0
2553874,1782,prior,7,1,14,6.0
2432495,1782,prior,8,1,16,30.0
555979,1782,prior,9,2,15,30.0
678235,1782,test,10,4,15,9.0
1385877,1783,prior,1,4,18,
741322,1783,prior,2,5,15,15.0
2704104,1783,prior,3,5,13,7.0
2558789,1783,prior,4,6,17,15.0
1017184,1783,train,5,4,12,30.0
2941801,1784,prior,1,4,15,
2142410,1784,prior,2,6,19,9.0
1302225,1784,prior,3,5,20,20.0
1777360,1784,prior,4,6,15,8.0
2226198,1784,prior,5,6,14,30.0
3309330,1784,prior,6,2,7,30.0
3098351,1784,prior,7,0,14,12.0
2922367,1784,prior,8,6,17,30.0
2757379,1784,prior,9,3,14,4.0
1951879,1784,prior,10,0,22,4.0
1630383,1784,prior,11,3,10,3.0
2763457,1784,prior,12,0,10,4.0
334733,1784,prior,13,0,17,7.0
1745269,1784,prior,14,5,14,19.0
1082420,1784,prior,15,4,7,20.0
2779049,1784,prior,16,3,16,6.0
702235,1784,test,17,4,0,22.0
156100,1785,prior,1,4,14,
2325530,1785,prior,2,6,8,9.0
989666,1785,prior,3,0,9,8.0
3252392,1785,prior,4,6,7,13.0
1421392,1785,prior,5,0,9,8.0
407451,1785,train,6,3,9,24.0
1200632,1786,prior,1,5,10,
3153915,1786,prior,2,6,16,8.0
163836,1786,prior,3,6,17,14.0
1291970,1786,test,4,2,21,30.0
3350147,1787,prior,1,4,17,
1183029,1787,prior,2,2,8,30.0
715432,1787,prior,3,0,22,5.0
291080,1787,prior,4,3,13,17.0
812264,1787,prior,5,0,22,18.0
516161,1787,prior,6,6,10,13.0
2567812,1787,prior,7,5,21,27.0
1036644,1787,prior,8,1,21,3.0
1386679,1787,prior,9,6,13,30.0
1358652,1787,prior,10,0,18,30.0
271102,1787,prior,11,0,20,7.0
361638,1787,prior,12,1,9,8.0
1440900,1787,prior,13,2,16,22.0
2010460,1787,train,14,1,17,6.0
3031218,1788,prior,1,2,10,
1169709,1788,prior,2,6,10,4.0
310290,1788,prior,3,5,12,6.0
553354,1788,prior,4,5,17,0.0
372520,1788,prior,5,0,10,30.0
1724734,1788,prior,6,4,15,11.0
3134098,1788,prior,7,0,10,17.0
2278172,1788,prior,8,1,11,22.0
2792668,1788,prior,9,6,11,30.0
2337257,1788,train,10,0,17,15.0
2445442,1789,prior,1,6,10,
1190930,1789,prior,2,6,9,7.0
1542427,1789,prior,3,6,11,7.0
3371586,1789,prior,4,6,18,7.0
3356763,1789,prior,5,6,8,7.0
1881242,1789,prior,6,0,15,15.0
845174,1789,prior,7,5,17,30.0
2915250,1789,prior,8,3,12,26.0
943502,1789,prior,9,1,13,5.0
894862,1789,prior,10,5,15,25.0
1547087,1789,prior,11,5,16,7.0
2217314,1789,prior,12,3,20,5.0
445997,1789,prior,13,3,13,7.0
2429598,1789,prior,14,1,13,5.0
524750,1789,prior,15,2,18,8.0
2322094,1789,prior,16,0,16,5.0
2625254,1789,prior,17,2,23,9.0
3294904,1789,prior,18,1,1,6.0
1108755,1789,prior,19,0,13,6.0
2891644,1789,prior,20,4,21,4.0
2351154,1789,prior,21,2,18,5.0
519993,1789,prior,22,4,9,9.0
3141885,1789,prior,23,5,15,8.0
455174,1789,prior,24,5,10,7.0
3051673,1789,prior,25,0,16,9.0
3033575,1789,prior,26,4,9,11.0
925811,1789,prior,27,4,10,7.0
414554,1789,prior,28,4,9,7.0
2434853,1789,prior,29,4,14,7.0
2320952,1789,prior,30,3,6,20.0
879044,1789,prior,31,4,13,8.0
2783575,1789,prior,32,2,10,12.0
2668445,1789,prior,33,1,15,13.0
2873726,1789,prior,34,0,10,6.0
502303,1789,prior,35,2,4,9.0
308264,1789,test,36,2,12,7.0
2560665,1790,prior,1,6,9,
3304699,1790,prior,2,6,12,30.0
1201987,1790,prior,3,0,8,15.0
326390,1790,prior,4,6,9,20.0
1323315,1790,prior,5,1,15,30.0
210217,1790,prior,6,0,5,27.0
421921,1790,prior,7,2,8,16.0
810078,1790,prior,8,6,6,4.0
280853,1790,prior,9,3,14,30.0
2281816,1790,prior,10,2,17,13.0
527988,1790,prior,11,0,15,12.0
3090568,1790,train,12,4,16,11.0
2970888,1791,prior,1,4,20,
185388,1791,prior,2,0,19,3.0
1536730,1791,prior,3,4,19,4.0
3141012,1791,prior,4,0,18,30.0
698137,1791,prior,5,4,16,11.0
2432903,1791,prior,6,5,9,30.0
51693,1791,prior,7,0,16,16.0
2925564,1791,prior,8,0,12,7.0
1705121,1791,prior,9,3,16,10.0
2704059,1791,prior,10,0,11,4.0
1318583,1791,prior,11,2,18,9.0
2919307,1791,prior,12,2,17,14.0
1403850,1791,prior,13,1,15,6.0
1724754,1791,prior,14,0,20,30.0
1959430,1791,train,15,0,18,7.0
1048976,1792,prior,1,0,12,
2070435,1792,prior,2,3,17,24.0
2114408,1792,prior,3,0,16,18.0
2874130,1792,prior,4,3,12,30.0
2241812,1792,prior,5,0,23,30.0
693675,1792,prior,6,0,14,30.0
2125427,1792,train,7,0,12,30.0
401664,1793,prior,1,0,8,
201015,1793,prior,2,2,23,2.0
1083661,1793,prior,3,0,20,5.0
927843,1793,prior,4,0,22,7.0
2091951,1793,prior,5,5,22,5.0
2294532,1793,prior,6,1,13,3.0
1974024,1793,prior,7,3,8,2.0
1318933,1793,prior,8,3,22,0.0
1569099,1793,prior,9,0,9,11.0
2332495,1793,prior,10,2,22,23.0
1619236,1793,prior,11,3,17,1.0
21953,1793,prior,12,2,9,6.0
611849,1793,prior,13,4,13,2.0
2265133,1793,prior,14,5,18,8.0
3271914,1793,prior,15,4,19,6.0
1805472,1793,prior,16,2,1,5.0
2432609,1793,prior,17,5,17,3.0
3079712,1793,prior,18,0,15,2.0
853943,1793,prior,19,5,19,5.0
2536574,1793,prior,20,0,16,2.0
1064496,1793,prior,21,5,8,5.0
2313181,1793,prior,22,0,0,9.0
1632133,1793,prior,23,5,9,12.0
3250789,1793,prior,24,2,8,4.0
2906498,1793,prior,25,3,21,1.0
2443711,1793,prior,26,4,15,8.0
2072964,1793,prior,27,5,19,1.0
2789354,1793,prior,28,1,11,3.0
2995499,1793,prior,29,2,7,1.0
1779183,1793,prior,30,3,12,8.0
2995719,1793,prior,31,2,11,6.0
3239600,1793,prior,32,6,22,4.0
896327,1793,prior,33,3,16,4.0
1821780,1793,prior,34,5,11,2.0
1758496,1793,prior,35,4,19,20.0
867618,1793,prior,36,2,5,5.0
3185769,1793,prior,37,1,17,6.0
1217226,1793,prior,38,2,17,1.0
3283451,1793,prior,39,3,1,15.0
2784601,1793,prior,40,0,15,4.0
2641921,1793,prior,41,5,10,5.0
428252,1793,prior,42,6,21,1.0
27867,1793,prior,43,3,0,4.0
3060452,1793,prior,44,2,18,6.0
1923554,1793,prior,45,3,17,15.0
159443,1793,prior,46,0,2,11.0
293611,1793,prior,47,3,3,3.0
1697964,1793,prior,48,2,22,13.0
742902,1793,prior,49,6,22,4.0
1653546,1793,prior,50,3,15,4.0
1538472,1793,prior,51,5,9,2.0
3367412,1793,prior,52,3,12,5.0
2041058,1793,prior,53,6,18,10.0
2663871,1793,prior,54,1,14,2.0
42342,1793,prior,55,0,19,6.0
981129,1793,prior,56,0,18,7.0
214330,1793,prior,57,6,19,6.0
890428,1793,prior,58,5,10,27.0
572104,1793,prior,59,3,22,12.0
1507357,1793,train,60,6,22,3.0
385539,1794,prior,1,6,15,
3216842,1794,prior,2,1,8,30.0
2855217,1794,prior,3,0,18,13.0
1533428,1794,train,4,6,15,6.0
2184729,1795,prior,1,6,20,
785772,1795,prior,2,6,11,21.0
1536693,1795,prior,3,1,17,9.0
759650,1795,prior,4,2,10,8.0
1877316,1795,prior,5,5,9,10.0
153156,1795,prior,6,0,11,9.0
2338788,1795,prior,7,5,18,5.0
2458319,1795,prior,8,5,18,7.0
1406118,1795,prior,9,0,13,16.0
188291,1795,prior,10,6,17,13.0
2306485,1795,prior,11,5,11,20.0
585569,1795,prior,12,2,10,11.0
1700104,1795,prior,13,0,10,12.0
1352757,1795,prior,14,5,19,12.0
147997,1795,prior,15,5,12,7.0
407441,1795,prior,16,1,12,24.0
709932,1795,prior,17,5,16,11.0
2932240,1795,prior,18,6,9,15.0
2813101,1795,prior,19,6,16,14.0
950071,1795,prior,20,6,12,21.0
1445013,1795,prior,21,0,17,8.0
672017,1795,prior,22,6,16,27.0
947875,1795,prior,23,0,11,8.0
907898,1795,prior,24,0,8,7.0
1738135,1795,prior,25,0,12,7.0
145429,1795,prior,26,5,18,30.0
1098337,1795,test,27,0,16,9.0
1527210,1796,prior,1,6,17,
1458169,1796,prior,2,4,19,5.0
2147879,1796,prior,3,6,10,16.0
2034231,1796,prior,4,6,14,7.0
2550850,1796,prior,5,4,11,5.0
436421,1796,prior,6,5,11,8.0
646831,1796,prior,7,0,20,9.0
1728833,1796,train,8,6,10,6.0
3323645,1797,prior,1,0,13,
215566,1797,prior,2,6,19,20.0
2598162,1797,prior,3,3,15,30.0
1472331,1797,test,4,0,20,30.0
528075,1798,prior,1,5,13,
3093551,1798,prior,2,2,9,4.0
1276222,1798,prior,3,5,19,3.0
2176606,1798,prior,4,0,23,9.0
2642702,1798,prior,5,1,18,8.0
1590952,1798,prior,6,2,23,22.0
2116136,1798,prior,7,3,19,8.0
782048,1798,prior,8,2,15,13.0
2728486,1798,prior,9,4,9,30.0
1489356,1798,prior,10,1,17,4.0
733738,1798,prior,11,4,12,24.0
1032478,1798,prior,12,3,16,6.0
1783623,1798,prior,13,1,19,12.0
1715075,1798,prior,14,0,9,20.0
3075545,1798,prior,15,3,18,24.0
2515590,1798,prior,16,2,18,27.0
204819,1798,prior,17,4,10,16.0
3171630,1798,prior,18,1,9,30.0
2329340,1798,prior,19,3,16,30.0
2176670,1798,prior,20,3,12,14.0
278807,1798,prior,21,2,17,6.0
1359669,1798,prior,22,0,23,5.0
1512731,1798,prior,23,2,12,23.0
2827845,1798,train,24,1,15,13.0
130874,1799,prior,1,0,20,
1047395,1799,prior,2,6,9,6.0
1403114,1799,prior,3,2,20,3.0
3086485,1799,prior,4,1,20,6.0
981093,1799,prior,5,2,19,1.0
326748,1799,prior,6,5,14,3.0
1678375,1799,test,7,6,9,8.0
1589304,1800,prior,1,6,14,
309793,1800,prior,2,6,12,14.0
1318038,1800,prior,3,1,10,9.0
87392,1800,prior,4,0,7,13.0
2846957,1800,test,5,2,19,30.0
2717057,1801,prior,1,3,1,
3233025,1801,prior,2,1,16,5.0
226028,1801,prior,3,0,12,30.0
2994726,1801,train,4,0,12,7.0
448563,1802,prior,1,1,12,
2740328,1802,prior,2,3,12,30.0
1876986,1802,prior,3,5,14,9.0
3122608,1802,prior,4,3,9,5.0
1028020,1802,prior,5,6,12,24.0
1420957,1802,prior,6,0,15,8.0
2441202,1802,prior,7,0,14,7.0
1559203,1802,prior,8,6,15,6.0
2066805,1802,prior,9,1,14,9.0
416146,1802,prior,10,1,13,30.0
1433111,1802,prior,11,3,10,16.0
2328170,1802,prior,12,3,10,7.0
1225119,1802,prior,13,4,8,8.0
172992,1802,prior,14,2,9,5.0
2628185,1802,prior,15,6,12,4.0
1599427,1802,prior,16,6,11,7.0
490402,1802,prior,17,5,10,20.0
1517055,1802,prior,18,5,11,7.0
2957948,1802,prior,19,3,9,5.0
3128387,1802,train,20,5,9,16.0
1637426,1803,prior,1,0,16,
2989898,1803,prior,2,6,9,13.0
2307206,1803,prior,3,1,8,30.0
1548052,1803,prior,4,3,14,30.0
2132750,1803,prior,5,2,17,13.0
1725943,1803,prior,6,1,17,6.0
610927,1803,prior,7,6,12,12.0
3066319,1803,prior,8,3,13,4.0
2424889,1803,prior,9,0,17,11.0
1726266,1803,prior,10,1,16,8.0
2460871,1803,prior,11,6,11,5.0
1949299,1803,prior,12,2,11,3.0
62468,1803,prior,13,2,13,0.0
3303905,1803,prior,14,3,20,1.0
2520876,1803,prior,15,0,20,4.0
3082773,1803,prior,16,1,18,8.0
2483373,1803,prior,17,2,16,8.0
2105773,1803,prior,18,0,8,30.0
669493,1803,prior,19,2,12,16.0
2982346,1803,prior,20,2,17,7.0
3012066,1803,prior,21,3,17,1.0
1725085,1803,prior,22,1,15,12.0
1682034,1803,train,23,6,8,19.0
1788396,1804,prior,1,5,9,
2703383,1804,prior,2,0,10,9.0
1075842,1804,prior,3,5,11,19.0
634848,1804,prior,4,5,6,14.0
1763504,1804,test,5,6,9,8.0
1451327,1805,prior,1,3,13,
1602581,1805,prior,2,0,14,4.0
1426075,1805,prior,3,4,16,11.0
571433,1805,prior,4,2,18,5.0
1019127,1805,prior,5,0,16,5.0
1379101,1805,prior,6,4,16,30.0
381229,1805,prior,7,5,17,15.0
774160,1805,test,8,1,18,3.0
2457598,1806,prior,1,2,11,
336088,1806,prior,2,2,13,28.0
2970199,1806,prior,3,2,13,30.0
690152,1806,prior,4,3,15,29.0
1309482,1806,prior,5,4,11,30.0
1593988,1806,prior,6,5,15,22.0
2333142,1806,prior,7,6,16,30.0
992168,1806,train,8,3,16,30.0
694245,1807,prior,1,6,10,
3236572,1807,prior,2,2,13,17.0
1043966,1807,prior,3,0,17,12.0
2250469,1807,prior,4,0,15,21.0
1542699,1807,prior,5,1,17,1.0
3029692,1807,prior,6,6,14,19.0
1669228,1807,prior,7,0,13,15.0
978152,1807,prior,8,6,13,13.0
104318,1807,test,9,4,1,26.0
3288042,1808,prior,1,0,13,
3277842,1808,prior,2,1,13,30.0
2008932,1808,prior,3,2,17,29.0
290742,1808,prior,4,4,16,23.0
1102656,1808,prior,5,4,14,30.0
1282509,1808,prior,6,4,14,28.0
204111,1808,prior,7,1,14,25.0
797656,1808,prior,8,1,12,21.0
1014048,1808,train,9,3,13,30.0
802643,1809,prior,1,0,21,
1285798,1809,prior,2,0,18,7.0
3351656,1809,prior,3,4,21,4.0
1784838,1809,prior,4,0,8,17.0
2614058,1809,prior,5,5,11,5.0
1342846,1809,prior,6,1,18,10.0
743194,1809,prior,7,2,19,8.0
1356903,1809,prior,8,4,21,9.0
2114401,1809,prior,9,2,11,12.0
224036,1809,prior,10,5,14,10.0
1324029,1809,prior,11,5,8,30.0
2411125,1809,prior,12,6,17,15.0
1312532,1809,prior,13,6,9,14.0
1072406,1809,prior,14,5,0,6.0
2837210,1809,prior,15,5,21,14.0
212714,1809,prior,16,5,12,7.0
2893857,1809,prior,17,3,20,5.0
1755114,1809,prior,18,6,9,10.0
1117533,1809,prior,19,4,10,5.0
1913096,1809,prior,20,2,16,12.0
2679527,1809,prior,21,0,11,12.0
3197289,1809,prior,22,2,12,23.0
2349843,1809,prior,23,5,9,17.0
1492441,1809,prior,24,5,17,14.0
744636,1809,prior,25,5,20,7.0
2165378,1809,prior,26,3,17,19.0
224806,1809,prior,27,0,13,4.0
2869649,1809,prior,28,4,9,4.0
1468856,1809,prior,29,4,21,7.0
46804,1809,prior,30,0,17,3.0
988259,1809,prior,31,4,20,4.0
159409,1809,prior,32,3,19,6.0
1591026,1809,prior,33,4,17,8.0
3087717,1809,prior,34,5,17,8.0
906073,1809,prior,35,5,15,7.0
2757931,1809,prior,36,5,17,7.0
1097996,1809,train,37,0,21,9.0
273259,1810,prior,1,2,23,
381304,1810,prior,2,1,12,13.0
1544092,1810,prior,3,3,15,16.0
1964742,1810,prior,4,6,8,3.0
242655,1810,prior,5,6,15,14.0
2128500,1810,prior,6,4,9,12.0
692497,1810,prior,7,6,17,9.0
2362492,1810,train,8,6,16,21.0
3338564,1811,prior,1,0,18,
1512671,1811,prior,2,3,11,3.0
1346406,1811,prior,3,1,10,5.0
501047,1811,prior,4,3,10,2.0
2049869,1811,prior,5,0,8,4.0
1589828,1811,prior,6,3,16,10.0
61766,1811,prior,7,3,14,7.0
2948529,1811,prior,8,5,15,30.0
581553,1811,prior,9,2,9,30.0
923081,1811,prior,10,0,17,30.0
450021,1811,prior,11,0,18,14.0
3196225,1811,prior,12,1,15,1.0
2946174,1811,prior,13,3,14,9.0
3020382,1811,prior,14,0,11,4.0
2439174,1811,train,15,5,8,5.0
1324006,1812,prior,1,0,20,
2808569,1812,prior,2,0,15,30.0
1640897,1812,prior,3,0,16,7.0
1109714,1812,prior,4,2,9,16.0
1059691,1812,prior,5,0,23,5.0
1109121,1812,prior,6,0,12,14.0
492360,1812,prior,7,4,17,11.0
3338372,1812,prior,8,0,14,10.0
1483015,1812,prior,9,0,21,14.0
1691103,1812,prior,10,0,12,7.0
1051987,1812,prior,11,0,14,7.0
1176640,1812,prior,12,0,14,7.0
3180702,1812,prior,13,1,21,15.0
2003503,1812,prior,14,0,13,6.0
1909731,1812,prior,15,1,15,29.0
2090907,1812,prior,16,5,9,30.0
1431059,1812,prior,17,0,14,30.0
112732,1812,train,18,5,17,5.0
407421,1813,prior,1,0,15,
2525784,1813,prior,2,6,16,20.0
233423,1813,prior,3,6,20,7.0
2149390,1813,prior,4,2,9,3.0
2997218,1813,prior,5,0,17,5.0
2964468,1813,prior,6,6,10,6.0
3190679,1813,prior,7,0,14,22.0
1063641,1813,prior,8,1,14,22.0
1348658,1813,prior,9,1,18,0.0
1266274,1813,prior,10,3,18,9.0
2096196,1813,prior,11,5,6,16.0
701485,1813,prior,12,4,14,20.0
3300265,1813,prior,13,0,15,10.0
791162,1813,train,14,5,13,19.0
1605909,1814,prior,1,2,7,
1090207,1814,prior,2,3,10,15.0
1732574,1814,prior,3,1,7,12.0
2321640,1814,prior,4,4,9,3.0
67643,1814,prior,5,2,7,5.0
1739699,1814,prior,6,5,7,3.0
3227570,1814,prior,7,1,7,3.0
1822116,1814,prior,8,4,6,3.0
1176782,1814,prior,9,2,6,5.0
2103353,1814,prior,10,5,6,10.0
1550277,1814,prior,11,1,6,3.0
1919191,1814,prior,12,2,6,1.0
2699755,1814,prior,13,4,7,2.0
2055702,1814,prior,14,1,6,4.0
1412017,1814,prior,15,1,7,7.0
2025513,1814,prior,16,1,6,7.0
3039097,1814,prior,17,2,7,1.0
1598587,1814,prior,18,4,7,2.0
2111266,1814,prior,19,4,11,0.0
1474570,1814,prior,20,3,6,6.0
2468845,1814,prior,21,2,13,6.0
3305324,1814,prior,22,3,6,8.0
367429,1814,prior,23,2,4,6.0
2746534,1814,prior,24,1,6,6.0
3001725,1814,prior,25,4,10,3.0
984065,1814,prior,26,1,7,4.0
1623147,1814,prior,27,2,7,1.0
664499,1814,prior,28,4,7,2.0
264032,1814,prior,29,3,6,6.0
1418042,1814,prior,30,4,7,1.0
1922834,1814,prior,31,1,7,4.0
1519859,1814,prior,32,1,5,7.0
1712566,1814,prior,33,5,7,4.0
394026,1814,prior,34,1,6,3.0
1536425,1814,prior,35,3,6,2.0
2678897,1814,prior,36,4,6,1.0
708747,1814,prior,37,2,6,5.0
3331316,1814,prior,38,1,7,6.0
2821170,1814,prior,39,3,7,2.0
2434211,1814,prior,40,3,10,0.0
2724888,1814,prior,41,1,6,5.0
1176570,1814,prior,42,3,6,2.0
1364122,1814,prior,43,4,15,1.0
3032109,1814,prior,44,1,7,4.0
2098202,1814,prior,45,4,7,3.0
2087031,1814,prior,46,5,5,1.0
1767365,1814,prior,47,3,11,5.0
1806495,1814,prior,48,4,11,1.0
2945553,1814,prior,49,1,6,4.0
3013365,1814,prior,50,4,6,3.0
1292539,1814,prior,51,1,6,4.0
2039956,1814,prior,52,4,13,3.0
3217286,1814,train,53,1,6,4.0
2818701,1815,prior,1,1,14,
722810,1815,prior,2,1,10,7.0
3270381,1815,prior,3,0,11,13.0
56129,1815,prior,4,0,11,7.0
1216789,1815,prior,5,1,16,8.0
1124450,1815,prior,6,1,14,7.0
2855170,1815,prior,7,1,16,21.0
2130717,1815,prior,8,1,12,7.0
796143,1815,prior,9,2,10,29.0
2301665,1815,prior,10,2,15,7.0
2551628,1815,prior,11,0,10,5.0
1021873,1815,prior,12,1,9,8.0
3353832,1815,prior,13,1,18,7.0
962636,1815,prior,14,1,17,7.0
2109621,1815,prior,15,6,20,5.0
2965193,1815,prior,16,3,15,11.0
1265142,1815,prior,17,0,11,4.0
1295370,1815,prior,18,1,10,15.0
476841,1815,prior,19,6,18,12.0
2045384,1815,prior,20,1,12,9.0
2749070,1815,prior,21,0,16,6.0
1848946,1815,prior,22,6,15,6.0
1214562,1815,prior,23,0,11,1.0
5853,1815,prior,24,0,14,7.0
3114355,1815,prior,25,0,11,7.0
224871,1815,prior,26,2,19,16.0
699828,1815,prior,27,6,19,11.0
634804,1815,prior,28,6,12,30.0
1483333,1815,prior,29,3,11,4.0
3057696,1815,prior,30,2,11,13.0
1702720,1815,prior,31,2,16,7.0
2945056,1815,prior,32,0,17,5.0
398026,1815,prior,33,1,14,30.0
3007225,1815,train,34,0,12,20.0
3041890,1816,prior,1,1,20,
1604743,1816,prior,2,5,17,4.0
2372054,1816,prior,3,5,17,7.0
2545099,1816,train,4,6,14,15.0
3319835,1817,prior,1,6,13,
43205,1817,prior,2,0,11,8.0
2768663,1817,prior,3,4,12,30.0
2044711,1817,prior,4,1,13,18.0
1130736,1817,prior,5,4,17,30.0
2797760,1817,prior,6,1,18,25.0
3337986,1817,prior,7,5,16,30.0
3270301,1817,prior,8,6,17,1.0
1665300,1817,prior,9,2,13,30.0
1051731,1817,prior,10,6,10,18.0
2392155,1817,test,11,6,13,30.0
163452,1818,prior,1,2,15,
606649,1818,prior,2,0,15,30.0
1574669,1818,prior,3,0,12,30.0
3190318,1818,prior,4,0,12,14.0
2600873,1818,train,5,6,16,13.0
1433954,1819,prior,1,5,21,
1635061,1819,prior,2,1,12,3.0
3378207,1819,prior,3,6,9,12.0
3410796,1819,prior,4,4,21,5.0
405941,1819,prior,5,6,11,9.0
792552,1819,prior,6,4,15,5.0
2092701,1819,prior,7,6,15,9.0
886782,1819,prior,8,2,22,3.0
964043,1819,prior,9,2,19,7.0
2599189,1819,prior,10,2,19,7.0
1749400,1819,prior,11,5,19,3.0
2776674,1819,prior,12,4,10,6.0
864523,1819,prior,13,6,10,9.0
2781622,1819,prior,14,0,9,8.0
593888,1819,prior,15,1,9,8.0
866077,1819,prior,16,3,7,9.0
2620671,1819,prior,17,4,13,8.0
1639722,1819,prior,18,4,13,7.0
2268516,1819,prior,19,4,14,7.0
1711737,1819,prior,20,4,20,7.0
1144373,1819,prior,21,5,12,8.0
3154716,1819,prior,22,5,20,7.0
1488978,1819,prior,23,6,11,8.0
3084939,1819,prior,24,3,18,4.0
